ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
2928,160000.0,1,1,2,34,-1,-1,-1,-1,-1,-1,390,390.0,390.0,520,540.0,390.0,390.0,390.0,520.0,560.0,390.0,0.0,1
2929,50000.0,1,1,2,27,0,0,0,0,2,0,43341,44442.0,45408.0,48279,47406.0,48553.0,1800.0,1729.0,3600.0,0.0,2055.0,2100.0,0
2930,80000.0,2,2,2,28,0,-1,-1,0,0,0,18112,8857.0,69841.0,59075,58998.0,61038.0,10084.0,79200.0,2108.0,2200.0,3006.0,2523.0,0
2931,60000.0,2,2,2,25,0,0,0,0,0,0,50269,47809.0,42769.0,38855,38768.0,38846.0,4749.0,1621.0,1400.0,1395.0,1500.0,1795.0,0
2932,230000.0,2,1,2,27,1,2,0,0,-1,-1,46628,45253.0,10507.0,6742,4387.0,1670.0,0.0,1000.0,135.0,4387.0,1670.0,2798.0,0
2933,390000.0,2,1,2,30,0,0,0,0,0,0,86124,89129.0,90294.0,92243,94186.0,97562.0,4300.0,3437.0,3346.0,3475.0,5000.0,10005.0,0
2934,110000.0,2,2,1,28,0,0,0,0,0,0,3242,4095.0,4296.0,5043,5194.0,6110.0,1300.0,1054.0,1000.0,1000.0,1000.0,1500.0,0
2935,50000.0,1,1,2,24,1,-2,-2,-2,-2,-1,0,0.0,0.0,0,0.0,181.0,0.0,0.0,0.0,0.0,181.0,1685.0,0
2936,20000.0,2,2,1,35,1,2,2,-2,-2,-2,22382,20650.0,-15000.0,-15000,-15000.0,-15000.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2937,100000.0,1,2,2,29,0,0,0,-2,-2,-2,65324,11860.0,0.0,0,0.0,0.0,2106.0,0.0,0.0,0.0,0.0,0.0,0
2938,70000.0,2,3,1,33,0,0,0,0,0,0,32405,22484.0,23169.0,23337,18265.0,18001.0,10580.0,8009.0,10004.0,5000.0,5000.0,5000.0,0
2939,150000.0,1,2,1,31,2,2,0,0,0,0,156286,148841.0,134757.0,85874,84665.0,78130.0,57.0,6203.0,2819.0,3109.0,2842.0,3024.0,0
2940,390000.0,1,1,2,31,0,0,0,0,0,0,19469,17227.0,17400.0,19180,20036.0,4071.0,2227.0,2400.0,2180.0,1036.0,2071.0,3291.0,0
2941,50000.0,1,2,1,22,0,0,0,-1,-1,0,47559,50463.0,49094.0,1884,19792.0,19809.0,3690.0,2500.0,942.0,19792.0,727.0,792.0,0
2942,90000.0,1,2,2,26,2,2,-1,2,0,0,121368,102385.0,91591.0,66033,70654.0,121966.0,0.0,95800.0,0.0,6000.0,3000.0,3000.0,0
2943,290000.0,2,2,2,30,0,0,0,-1,0,0,288994,296230.0,158127.0,234456,236813.0,211237.0,12549.0,7003.0,234456.0,9500.0,7592.0,7626.0,1
2944,20000.0,1,2,2,24,0,0,2,0,0,0,19401,20610.0,19682.0,19593,20001.0,19466.0,3232.0,0.0,815.0,858.0,832.0,560.0,0
2945,90000.0,2,1,2,28,0,0,2,2,2,2,87916,87459.0,88183.0,91204,89687.0,91060.0,5800.0,5400.0,5804.0,0.0,6700.0,0.0,1
2946,260000.0,1,3,2,48,0,0,0,0,0,0,266762,268508.0,266858.0,194413,189687.0,162473.0,11500.0,10000.0,5731.0,5654.0,5275.0,4000.0,0
2947,90000.0,2,2,2,26,0,0,0,0,0,0,92472,92518.0,91504.0,91706,91801.0,91753.0,4600.0,4100.0,3900.0,4000.0,3700.0,3700.0,0
2948,100000.0,2,2,2,27,3,2,0,0,-1,-1,104489,101123.0,101600.0,17046,1075.0,1442.0,0.0,4384.0,341.0,1075.0,1442.0,1396.0,1
2949,150000.0,2,1,2,31,0,0,0,0,0,0,126419,128887.0,134208.0,139551,134321.0,104513.0,7000.0,12440.0,10000.0,5000.0,5000.0,10000.0,0
2950,60000.0,2,2,1,46,0,0,0,0,0,0,60987,60832.0,50469.0,40564,40601.0,40467.0,2145.0,1612.0,1404.0,1442.0,1445.0,1389.0,0
2951,80000.0,1,2,1,42,2,0,0,0,0,0,80586,77960.0,79804.0,75299,76933.0,78953.0,3000.0,3200.0,3000.0,3400.0,3300.0,3500.0,0
2952,80000.0,2,2,1,24,-1,-1,-1,-1,-1,-1,15621,3760.0,1368.0,0,1421.0,0.0,3768.0,1368.0,0.0,1421.0,0.0,0.0,0
2953,30000.0,2,2,1,26,1,2,0,0,0,0,30349,29580.0,30121.0,12787,6840.0,2250.0,0.0,1200.0,256.0,137.0,45.0,0.0,0
2954,20000.0,1,2,1,38,-1,-1,-1,-1,-1,-1,2638,3016.0,3274.0,7028,1839.0,2985.0,3016.0,3282.0,7055.0,1839.0,2985.0,4988.0,0
2955,50000.0,1,2,2,24,0,0,-2,-2,-2,-2,34500,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2956,250000.0,2,1,2,37,0,0,-1,-1,-1,-1,43971,32009.0,13346.0,9163,8338.0,17793.0,1007.0,13346.0,9163.0,8338.0,18618.0,1763.0,0
2957,50000.0,2,1,2,22,0,0,0,0,0,0,41940,41811.0,35920.0,19987,18971.0,18654.0,1748.0,1253.0,2504.0,1004.0,1509.0,4495.0,1
2958,120000.0,2,3,2,32,0,0,-1,-1,-1,2,5152,4529.0,890.0,890,3040.0,1000.0,1015.0,890.0,890.0,3040.0,0.0,1580.0,0
2959,20000.0,2,2,1,36,1,-2,-2,-2,-2,-2,-25,-25.0,-25.0,-25,-25.0,-25.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2960,280000.0,2,3,2,33,-1,-1,-1,-1,-1,-1,2186,2186.0,2184.0,2542,2186.0,2109.0,2196.0,2194.0,2554.0,2196.0,2119.0,17555.0,0
2961,50000.0,2,1,1,35,0,0,0,0,0,-1,46532,46624.0,45438.0,39527,7997.0,462.0,3000.0,1200.0,9.0,500.0,462.0,1500.0,0
2962,360000.0,1,3,2,49,-2,-2,-2,-2,-2,-2,348,7963.0,198840.0,390,390.0,390.0,8047.0,200222.0,1044.0,390.0,390.0,343.0,0
2963,100000.0,1,1,2,32,-1,-1,-1,-1,2,-1,671,671.0,671.0,1642,821.0,671.0,671.0,671.0,1642.0,0.0,671.0,671.0,1
2964,140000.0,2,3,1,42,2,2,2,2,2,0,47556,48802.0,47722.0,50411,49473.0,50649.0,2300.0,0.0,3800.0,0.0,2000.0,2000.0,0
2965,170000.0,2,2,1,33,0,0,0,0,0,0,172382,173101.0,171158.0,121399,118539.0,121276.0,6558.0,6316.0,3828.0,3569.0,3959.0,3997.0,0
2966,50000.0,2,2,1,33,-1,0,0,0,0,0,25658,26539.0,27507.0,28299,12012.0,8923.0,1700.0,2080.0,3000.0,1000.0,1000.0,1000.0,0
2967,50000.0,1,3,1,46,0,0,0,0,0,0,49083,27822.0,28702.0,29119,29240.0,28664.0,1463.0,1733.0,1150.0,1480.0,1200.0,3135.0,0
2968,120000.0,1,2,1,47,-1,-1,-1,0,0,-1,2486,151.0,2853.0,2896,1149.0,1758.0,260.0,5753.0,1153.0,3.0,1759.0,4084.0,1
2969,170000.0,2,2,2,38,0,0,0,0,2,2,86401,88991.0,91571.0,94045,97965.0,101176.0,3991.0,4071.0,4000.0,5600.0,5000.0,4000.0,0
2970,380000.0,1,2,1,43,-1,0,0,0,0,-2,195221,188328.0,192624.0,149860,59256.0,61039.0,8000.0,8263.0,7127.0,4000.0,3000.0,2500.0,0
2971,400000.0,2,3,1,37,0,0,0,0,0,0,76917,79075.0,81864.0,83747,85487.0,88315.0,4000.0,4000.0,3000.0,3000.0,4000.0,4000.0,0
2972,50000.0,2,1,2,30,0,0,0,0,0,0,30145,26212.0,17354.0,18157,18952.0,14036.0,5000.0,2000.0,1000.0,1000.0,1000.0,1000.0,0
2973,440000.0,2,2,1,42,1,-2,-2,-2,-2,-2,22597,7288.0,5683.0,-20,-20.0,9881.0,7324.0,5683.0,20.0,0.0,9901.0,121971.0,0
2974,30000.0,2,2,1,24,2,2,2,2,2,2,150,150.0,150.0,150,150.0,300.0,0.0,0.0,0.0,0.0,150.0,0.0,0
2975,470000.0,1,1,1,39,-1,-1,-1,-1,-1,-1,5572,3595.0,22816.0,2360,4206.0,5527.0,3595.0,22816.0,2360.0,4356.0,5527.0,6420.0,0
2976,180000.0,2,3,1,40,-1,-1,-2,-1,-1,-1,1903,0.0,0.0,3155,1173.0,1021.0,0.0,0.0,3155.0,1173.0,1021.0,0.0,0
2977,110000.0,1,3,2,32,0,-1,-1,-2,-2,-2,34000,223.0,0.0,0,0.0,0.0,223.0,0.0,0.0,0.0,0.0,0.0,1
2978,300000.0,1,1,2,25,0,0,0,0,0,0,76918,41773.0,31180.0,19507,18169.0,18533.0,4103.0,1427.0,600.0,1200.0,2500.0,18000.0,0
2979,120000.0,2,1,2,31,-1,-1,-1,-1,-1,-1,325,325.0,325.0,325,325.0,1866.0,325.0,325.0,325.0,325.0,1866.0,325.0,0
2980,220000.0,1,1,2,33,-2,-2,-2,-2,-1,0,3233,2106.0,666.0,1064,707.0,9213.0,2108.0,1332.0,1064.0,707.0,9325.0,1500.0,0
2981,50000.0,1,1,2,27,0,0,0,0,-1,-1,50459,36307.0,27713.0,3807,2746.0,625.0,1600.0,3071.0,500.0,2800.0,900.0,100.0,0
2982,100000.0,1,2,1,43,1,-2,-2,-2,-1,0,0,0.0,0.0,0,551.0,551.0,0.0,0.0,0.0,551.0,0.0,0.0,0
2983,170000.0,2,1,2,30,-2,-2,-2,-2,-2,-2,3733,1958.0,5956.0,1836,3959.0,1285.0,1958.0,5956.0,1842.0,3959.0,1285.0,0.0,0
2984,360000.0,2,1,2,37,-1,-1,-1,-1,-1,-1,3355,5865.0,3300.0,6290,8220.0,28410.0,5865.0,3300.0,6290.0,8220.0,28410.0,4845.0,0
2985,180000.0,2,2,2,43,0,0,0,-2,-2,-1,4819,5240.0,999.0,495,1776.0,79785.0,1010.0,1003.0,496.0,1781.0,81032.0,3600.0,0
2986,120000.0,1,2,2,27,0,0,0,0,0,0,33474,29029.0,26523.0,20554,19348.0,17439.0,1789.0,2037.0,659.0,802.0,640.0,513.0,0
2987,210000.0,1,3,2,32,-2,-1,-1,-1,-1,-1,1649,1000.0,0.0,1761,675.0,752.0,1000.0,0.0,1761.0,675.0,752.0,1104.0,0
2988,60000.0,1,2,1,56,0,0,0,0,0,0,28842,30371.0,31556.0,32345,33663.0,34945.0,2000.0,2000.0,1315.0,2000.0,2000.0,2000.0,1
2989,130000.0,1,2,1,40,0,0,0,0,0,0,20733,14261.0,22242.0,18265,21546.0,32411.0,7261.0,12272.0,10265.0,11546.0,12411.0,10000.0,0
2990,50000.0,2,3,1,36,0,-1,0,0,0,0,3781,1710.0,25967.0,17227,15714.0,15876.0,1710.0,25000.0,754.0,600.0,800.0,1900.0,0
2991,50000.0,2,3,1,52,1,2,0,0,2,2,30505,29731.0,31062.0,33231,33736.0,33042.0,0.0,1831.0,3000.0,1182.0,0.0,1228.0,1
2992,100000.0,2,1,1,33,-1,-1,-2,-2,-2,-2,3976,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402.0,1
2993,150000.0,2,3,1,43,0,0,0,0,0,0,90606,93496.0,94196.0,91550,89586.0,88300.0,4348.0,3229.0,3150.0,3348.0,3244.0,8778.0,0
2994,240000.0,1,2,1,38,2,-1,-1,0,0,-1,6848,836.0,2508.0,1672,836.0,563.0,836.0,2508.0,0.0,0.0,563.0,1090.0,1
2995,120000.0,1,2,3,38,-2,-2,-2,-2,-2,-2,7787,3495.0,1706.0,-4,-4.0,-4.0,3505.0,1711.0,0.0,0.0,0.0,0.0,0
2996,80000.0,2,2,1,32,-1,-1,-1,-1,-1,-1,199,199.0,199.0,199,0.0,22109.0,199.0,199.0,199.0,0.0,22109.0,45352.0,1
2997,210000.0,2,2,1,27,2,2,0,0,0,0,174134,167095.0,161573.0,122362,116243.0,108414.0,16.0,6800.0,3800.0,5134.0,4000.0,4000.0,1
2998,80000.0,2,2,2,37,-1,2,-1,0,0,0,1118,1102.0,10512.0,19529,27167.0,30878.0,0.0,10512.0,9529.0,8167.0,5000.0,6220.0,0
2999,50000.0,2,2,1,38,0,0,2,0,0,0,20838,23204.0,22538.0,22864,23495.0,24100.0,3000.0,0.0,1000.0,1000.0,1000.0,1000.0,1
3000,50000.0,2,2,3,52,0,0,0,0,0,0,50671,50525.0,38240.0,18443,20065.0,20296.0,1844.0,1292.0,804.0,5717.0,823.0,1299.0,0
3001,330000.0,2,1,2,34,-1,-1,-1,-1,-1,-1,1406,1467.0,2599.0,17064,70464.0,-6053.0,1488.0,2599.0,17064.0,70464.0,0.0,232972.0,0
3002,230000.0,1,3,2,28,0,-1,-1,-1,-1,0,152966,65722.0,11666.0,18844,34983.0,53935.0,65722.0,20000.0,18844.0,34983.0,408.0,14574.0,0
3003,30000.0,1,3,1,44,4,3,2,2,-2,-2,7221,6962.0,6700.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3004,50000.0,1,1,1,41,2,0,0,0,0,0,39159,40194.0,41209.0,42125,43443.0,44476.0,1669.0,1684.0,1600.0,2000.0,1753.0,1696.0,1
3005,220000.0,1,1,2,37,2,2,0,0,0,0,185955,181587.0,186054.0,188465,192758.0,196493.0,0.0,9000.0,7000.0,7500.0,7100.0,7500.0,0
3006,270000.0,2,1,2,27,0,0,0,0,0,-1,11306,11263.0,13021.0,4144,2291.0,36491.0,1500.0,2000.0,2000.0,1000.0,37500.0,1000.0,0
3007,160000.0,1,1,1,44,0,0,0,0,0,0,156400,157923.0,158746.0,153208,154163.0,155344.0,7200.0,8000.0,5510.0,5800.0,6000.0,5500.0,0
3008,10000.0,2,2,1,24,1,2,2,2,2,2,3892,3686.0,5064.0,4837,5208.0,5475.0,0.0,1600.0,0.0,600.0,500.0,0.0,0
3009,20000.0,1,2,2,25,0,0,0,0,0,0,15006,16166.0,17160.0,16760,16760.0,0.0,1406.0,1400.0,0.0,0.0,0.0,0.0,0
3010,30000.0,1,3,2,25,2,2,2,0,0,2,22440,24168.0,23481.0,23950,25659.0,25098.0,2390.0,0.0,859.0,2097.0,0.0,1092.0,1
3011,210000.0,2,2,2,32,0,0,0,2,0,0,85965,88586.0,94412.0,92195,92491.0,94369.0,4000.0,7500.0,0.0,3000.0,5000.0,5000.0,0
3012,250000.0,2,2,1,50,0,0,2,0,0,0,116256,122392.0,118668.0,95735,96509.0,97089.0,11500.0,0.0,3543.0,3700.0,3547.0,3165.0,0
3013,50000.0,1,2,2,28,0,0,0,0,0,0,23244,24364.0,25454.0,26030,26609.0,27662.0,1500.0,1500.0,1000.0,1000.0,1500.0,1100.0,0
3014,180000.0,2,1,2,28,-2,-2,-2,-2,-2,-2,584,1133.0,572.0,803,916.0,1189.0,1133.0,572.0,803.0,916.0,1189.0,375.0,0
3015,200000.0,1,1,2,35,-1,-1,-1,-1,-1,-1,7429,24325.0,40258.0,15103,14079.0,20878.0,24325.0,40265.0,15159.0,14079.0,20878.0,26716.0,0
3016,350000.0,1,1,1,38,-2,-2,-1,0,0,-2,16459,4120.0,44164.0,35233,884.0,9924.0,941.0,44743.0,0.0,884.0,9924.0,10824.0,1
3017,20000.0,1,1,2,22,0,0,0,0,0,0,18093,18543.0,18911.0,19000,19397.0,19941.0,1300.0,1611.0,700.0,704.0,867.0,597.0,0
3018,30000.0,1,3,2,36,0,0,0,-2,-2,-2,30328,29999.0,0.0,0,0.0,0.0,1768.0,0.0,0.0,0.0,0.0,0.0,1
3019,20000.0,1,1,1,34,2,0,0,2,2,2,6099,7559.0,8989.0,8436,12016.0,11404.0,2000.0,2000.0,0.0,4000.0,0.0,4000.0,0
3020,140000.0,2,3,2,59,2,0,0,0,0,0,62042,63445.0,63729.0,63751,65421.0,68070.0,3000.0,2000.0,2000.0,2000.0,3000.0,3000.0,1
3021,30000.0,1,3,1,44,2,2,2,0,0,0,18659,22544.0,21889.0,22721,23401.0,25000.0,4500.0,0.0,1500.0,1200.0,2000.0,3000.0,1
3022,180000.0,2,1,2,30,0,0,-1,0,0,-2,15743,9814.0,9161.0,8252,0.0,0.0,1205.0,9402.0,0.0,0.0,0.0,0.0,0
3023,20000.0,2,2,2,25,0,0,0,0,0,3,8011,9041.0,10903.0,11622,13280.0,12778.0,1320.0,2181.0,900.0,2000.0,0.0,0.0,0
3024,100000.0,2,3,1,36,2,2,2,2,2,2,53530,55081.0,55581.0,59253,61145.0,62181.0,3000.0,2000.0,4600.0,3000.0,2200.0,2500.0,1
3025,100000.0,2,3,1,36,0,0,2,0,0,2,101972,115335.0,112016.0,112906,120101.0,138819.0,16608.0,0.0,4233.0,9200.0,21000.0,4000.0,1
3026,20000.0,1,2,1,45,-2,-2,-2,-2,-2,-2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19409.0,0
3027,350000.0,1,1,1,31,0,0,0,2,0,0,18685,21057.0,23291.0,22812,27418.0,20203.0,3000.0,3000.0,0.0,5000.0,5000.0,5000.0,1
3028,80000.0,2,2,1,32,0,0,0,0,0,0,80237,69568.0,64469.0,54020,55852.0,44286.0,3000.0,2500.0,2000.0,3000.0,2000.0,1500.0,0
3029,120000.0,2,3,1,49,0,0,0,0,0,0,44244,44075.0,44823.0,44683,45537.0,50293.0,2000.0,3000.0,2000.0,3000.0,7000.0,3000.0,0
3030,210000.0,2,2,2,30,-1,0,0,0,0,0,1654,33257.0,34395.0,35321,36249.0,37047.0,32000.0,2000.0,1500.0,1500.0,1400.0,1600.0,0
3031,120000.0,1,1,1,37,-1,-1,-1,-1,-1,-1,32050,3872.0,52150.0,2740,4626.0,802.0,3872.0,52150.0,2740.0,4626.0,802.0,0.0,0
3032,20000.0,1,2,2,22,0,0,2,0,0,0,8134,9992.0,10526.0,11049,11865.0,12665.0,2000.0,1000.0,1000.0,1000.0,1000.0,8100.0,0
3033,200000.0,1,3,2,25,-2,-2,-2,-2,-1,-1,848,753.0,547.0,-2,2040.0,0.0,753.0,547.0,2.0,2042.0,0.0,0.0,0
3034,50000.0,2,2,2,54,-1,4,3,2,3,2,1126,1113.0,1092.0,1415,1115.0,569.0,0.0,0.0,323.0,0.0,0.0,1188.0,0
3035,170000.0,1,2,1,37,-2,-2,-2,-2,-2,-2,5635,6321.0,102108.0,2120,2873.0,0.0,6321.0,102108.0,2120.0,2873.0,0.0,870.0,0
3036,450000.0,1,1,1,37,1,-1,-1,-2,-2,-2,0,245.0,0.0,0,0.0,0.0,245.0,0.0,0.0,0.0,0.0,0.0,0
3037,300000.0,1,1,2,34,-1,-1,-1,-1,-1,-1,396,396.0,396.0,0,792.0,68095.0,396.0,396.0,0.0,792.0,68095.0,1700.0,0
3038,300000.0,1,1,2,36,0,0,0,0,0,0,295433,301521.0,308038.0,306154,295664.0,290329.0,13000.0,13116.0,11000.0,11000.0,12000.0,9300.0,0
3039,280000.0,1,2,1,37,-2,-1,-1,-2,-2,-2,2035,11009.0,9360.0,7480,4402.0,3646.0,11009.0,9370.0,7486.0,4402.0,3646.0,6059.0,0
3040,170000.0,1,1,2,39,0,0,0,0,0,0,171160,187853.0,171095.0,137986,141319.0,139463.0,13000.0,6154.0,15000.0,6000.0,7000.0,5000.0,0
3041,60000.0,1,1,1,38,2,0,0,0,2,2,30013,31226.0,32396.0,34657,35456.0,34736.0,2000.0,2000.0,2800.0,1500.0,0.0,1500.0,1
3042,50000.0,1,2,2,29,0,0,0,0,0,0,23469,23110.0,22792.0,20861,19116.0,15286.0,1437.0,1236.0,649.0,831.0,568.0,226.0,0
3043,380000.0,1,2,1,38,-2,-2,-2,-1,-1,-2,0,0.0,990.0,2086,0.0,4069.0,0.0,990.0,2086.0,0.0,4069.0,10000.0,0
3044,70000.0,2,1,1,40,2,0,0,2,2,2,45251,42685.0,45674.0,44639,47624.0,48592.0,1800.0,3700.0,0.0,3707.0,1900.0,0.0,1
3045,430000.0,1,1,1,48,-2,-2,-2,-2,-2,-2,4469,52213.0,46935.0,0,46987.0,882.0,52226.0,46935.0,0.0,46987.0,882.0,0.0,0
3046,180000.0,1,1,1,38,-1,-1,-1,-1,-1,-1,326,326.0,326.0,326,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,0
3047,330000.0,2,2,1,41,1,2,2,2,2,2,289884,283863.0,301265.0,306752,313710.0,309446.0,0.0,22200.0,12000.0,12000.0,978.0,23500.0,0
3048,250000.0,2,1,2,26,-1,-1,-2,-2,-1,-1,7374,0.0,0.0,0,2546.0,0.0,0.0,0.0,0.0,2546.0,0.0,0.0,0
3049,480000.0,2,1,1,38,0,0,0,0,0,0,384150,392013.0,361178.0,305024,289379.0,295768.0,15000.0,16000.0,12008.0,11000.0,11000.0,11000.0,0
3050,210000.0,1,2,2,37,-1,-1,-1,2,-1,0,1890,3037.0,2429.0,823,1089.0,1451.0,3037.0,1200.0,0.0,1089.0,1201.0,1031.0,0
3051,160000.0,1,2,2,26,0,0,0,0,-1,0,25060,24306.0,17671.0,22121,40835.0,37471.0,8026.0,7804.0,7730.0,67296.0,1340.0,1280.0,0
3052,390000.0,1,5,2,29,1,2,0,0,0,0,407399,397464.0,395333.0,367400,304990.0,304303.0,0.0,14414.0,14411.0,76000.0,15000.0,13000.0,0
3053,280000.0,1,1,1,44,1,-2,-2,-2,-2,-1,-136,-496.0,-856.0,-1216,-1576.0,4266.0,360.0,360.0,360.0,317.0,6252.0,8.0,0
3054,50000.0,1,2,1,33,-2,-2,-2,-2,-2,-2,390,390.0,0.0,780,0.0,0.0,390.0,0.0,780.0,0.0,0.0,0.0,0
3055,350000.0,1,1,1,60,1,-1,-1,-1,-2,-1,0,1150.0,4576.0,0,0.0,1206.0,1150.0,4576.0,0.0,0.0,1206.0,0.0,1
3056,230000.0,2,1,2,40,-2,-2,-2,-2,-2,-2,360,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3057,200000.0,1,3,0,36,-2,-2,-2,-2,-2,-2,5644,82620.0,14129.0,41359,9140.0,0.0,89187.0,14178.0,41359.0,9140.0,0.0,0.0,0
3058,30000.0,1,2,2,47,0,0,0,0,0,0,29596,29625.0,29523.0,29494,29464.0,29891.0,1600.0,1500.0,1500.0,1500.0,2000.0,2301.0,0
3059,50000.0,1,2,1,37,-1,-1,-1,-1,-1,-1,4719,22449.0,6640.0,5410,9570.0,1500.0,22530.0,6640.0,5410.0,9570.0,1500.0,0.0,0
3060,180000.0,1,1,2,26,0,0,0,-1,-1,-1,24464,25332.0,11991.0,4394,200.0,200.0,1573.0,3007.0,4394.0,200.0,200.0,200.0,0
3061,150000.0,2,3,1,45,0,0,0,0,0,0,141415,144592.0,147635.0,129507,132219.0,134869.0,5457.0,5661.0,4636.0,4800.0,4850.0,5000.0,1
3062,70000.0,1,1,2,27,0,0,0,0,0,2,39449,39742.0,40618.0,28782,30281.0,29175.0,2100.0,2000.0,1200.0,2590.0,0.0,1000.0,0
3063,150000.0,1,2,2,26,0,0,0,0,0,0,10111,9847.0,10870.0,12189,12836.0,13828.0,1158.0,1181.0,1500.0,836.0,1200.0,2000.0,0
3064,50000.0,1,3,2,25,1,2,2,0,0,2,43685,44694.0,43673.0,44659,49512.0,48454.0,2000.0,0.0,2000.0,6000.0,300.0,3000.0,0
3065,430000.0,2,2,1,42,0,0,0,0,0,0,89395,90052.0,90604.0,91200,92134.0,92834.0,3243.0,3200.0,3185.0,3500.0,3500.0,3420.0,0
3066,70000.0,1,1,2,25,-1,2,2,2,2,0,3635,4529.0,4308.0,4859,4638.0,4911.0,1100.0,0.0,624.0,0.0,500.0,1000.0,1
3067,20000.0,1,3,2,36,1,-1,-1,-1,-1,-1,0,832.0,0.0,832,1486.0,0.0,832.0,0.0,832.0,1486.0,0.0,1248.0,0
3068,310000.0,2,1,1,33,-2,-2,-2,-2,-2,-2,115,894.0,0.0,0,0.0,0.0,894.0,0.0,0.0,0.0,0.0,0.0,1
3069,160000.0,2,2,1,23,0,0,0,0,0,0,96814,69870.0,68984.0,55559,44705.0,28223.0,10008.0,20014.0,1894.0,6425.0,2204.0,62529.0,0
3070,30000.0,1,3,2,38,1,2,0,0,0,0,30771,29975.0,27541.0,27785,28839.0,29412.0,0.0,2000.0,1000.0,1500.0,1052.0,591.0,0
3071,480000.0,2,3,1,39,-2,-2,-1,-1,-1,0,51303,74639.0,67306.0,19895,23650.0,12616.0,73428.0,20496.0,34.0,23682.0,29.0,10565.0,0
3072,180000.0,2,1,2,28,0,0,0,2,0,0,99307,104403.0,110366.0,101550,98615.0,49730.0,6700.0,10605.0,0.0,4751.0,1754.0,0.0,1
3073,210000.0,1,2,1,40,-1,-1,0,0,0,0,5130,15266.0,11423.0,9329,12329.0,10039.0,15266.0,2500.0,1200.0,3000.0,1077.0,2104.0,0
3074,360000.0,1,1,2,30,-1,-1,-1,-1,-1,-1,312,312.0,312.0,312,251.0,-61.0,313.0,313.0,313.0,252.0,1.0,95971.0,1
3075,180000.0,1,3,2,31,2,2,0,0,0,0,36864,35587.0,35989.0,36013,36164.0,31637.0,0.0,1800.0,1230.0,1200.0,1350.0,2310.0,0
3076,200000.0,2,1,2,29,1,2,0,0,2,2,16198,14320.0,15439.0,14757,14275.0,13680.0,0.0,5000.0,1000.0,0.0,2000.0,0.0,0
3077,50000.0,1,3,2,22,0,0,-1,0,0,0,48423,44450.0,956.0,976,1976.0,2939.0,2150.0,956.0,20.0,1000.0,1000.0,1000.0,1
3078,240000.0,1,2,1,48,0,-1,-1,-2,-1,-1,3972,783.0,0.0,0,3853.0,29252.0,783.0,0.0,0.0,3853.0,29252.0,16747.0,1
3079,180000.0,2,1,2,29,0,0,0,0,0,0,35619,22745.0,12200.0,9531,10131.0,0.0,1745.0,1200.0,1531.0,3500.0,0.0,0.0,0
3080,80000.0,2,3,1,33,-1,-1,0,-1,-1,-2,325,107.0,1107.0,1338,0.0,0.0,107.0,1000.0,1338.0,0.0,0.0,1080.0,0
3081,50000.0,2,3,1,32,0,0,0,0,0,0,42740,44744.0,47539.0,17360,17928.0,19619.0,3000.0,4000.0,1000.0,1000.0,2000.0,1000.0,0
3082,280000.0,2,2,1,36,0,0,0,0,0,0,101803,100836.0,96333.0,97475,100652.0,1823.0,5005.0,7066.0,10000.0,5000.0,1823.0,4225.0,0
3083,70000.0,2,1,2,29,0,0,0,0,0,0,43462,41845.0,40476.0,43687,43858.0,48127.0,3000.0,3000.0,7000.0,10000.0,15000.0,1000.0,0
3084,400000.0,1,1,2,36,-1,-1,-1,-1,-1,-2,6233,11152.0,-1.0,376,0.0,0.0,11219.0,0.0,377.0,0.0,0.0,1759.0,0
3085,210000.0,2,3,1,45,-1,-1,-1,-1,-1,-1,430,430.0,430.0,430,430.0,430.0,430.0,430.0,430.0,430.0,430.0,10798.0,0
3086,80000.0,1,3,2,33,0,0,0,0,0,0,55424,56598.0,57724.0,58892,61991.0,63224.0,2068.0,2081.0,2113.0,5000.0,2264.0,2342.0,0
3087,30000.0,2,2,2,24,2,2,7,7,7,7,300,300.0,300.0,300,300.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3088,310000.0,1,2,2,29,2,2,2,-1,2,-1,400,400.0,400.0,20334,19050.0,21573.0,0.0,0.0,20334.0,0.0,21573.0,0.0,0
3089,360000.0,2,3,2,27,1,-2,-2,-2,-2,-2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
